Test,Cells per Block,Pixels per Cell,Orientations,Feature Size,AUC,Accuracy,Precision,Recall,Training Accuracy,Prediction Time (s),TP,TN,FP,FN
161,3,10,12,2592,0.9983884389162085,0.9801205456275774,0.9803542599173947,0.9801205456275774,0.9986666666666667,0.4807155132293701,3402,5867,133,55
162,3,14,6,324,0.9894157747565328,0.9494554298403299,0.9507324366865977,0.9494554298403299,0.9616666666666667,0.05385637283325195,3310,5669,331,147
163,3,14,7,378,0.9930643139523672,0.9578090303478904,0.9589557859185909,0.9578090303478904,0.9665,0.23636937141418457,3347,5711,289,110
164,3,14,8,432,0.9935983993828945,0.9624616686052659,0.9632680339953097,0.9624616686052659,0.9681666666666666,0.07882022857666016,3353,5749,251,104
165,3,14,9,486,0.993892922572558,0.9614042508194988,0.962253919773867,0.9614042508194988,0.9731666666666666,0.08078503608703613,3350,5742,258,107
166,3,14,10,540,0.9944838974062289,0.9645765041768003,0.9654358581612104,0.9645765041768003,0.973,0.11668610572814941,3367,5755,245,90
167,3,14,11,594,0.9943499180406903,0.9626731521624193,0.9635842407366304,0.9626731521624193,0.9723333333333334,0.4118983745574951,3360,5744,256,97
168,3,14,12,648,0.9946989200655674,0.9634133446124564,0.9643641815369064,0.9634133446124564,0.9756666666666667,0.1236732006072998,3366,5745,255,91
169,4,4,6,21216,0.9990349532349821,0.9874167283493709,0.9874722773056661,0.9874167283493709,1.0,3.867659091949463,3415,5923,77,42
170,4,4,7,24752,0.9990992189759907,0.9878396954636777,0.9879042366172505,0.9878396954636777,1.0,15.857414245605469,3419,5923,77,38
171,4,4,8,28288,0.9992957766849869,0.9881569207994079,0.9882040693584857,0.9881569207994079,1.0,5.435989856719971,3417,5928,72,40
172,4,4,9,31824,0.9992314627326198,0.9887913714708682,0.9888250598510957,0.9887913714708682,1.0,6.034874439239502,3417,5934,66,40
173,4,4,10,35360,0.9992683926333044,0.9885798879137148,0.988626230772859,0.9885798879137148,1.0,6.831697702407837,3419,5930,70,38
174,4,4,11,38896,0.9992664159676019,0.9902717563709421,0.9903148764303525,0.9902717563709421,1.0,25.480831623077393,3427,5938,62,30
175,4,4,12,42432,0.9994166425609874,0.9878396954636777,0.9879321472273579,0.9878396954636777,1.0,8.32473349571228,3424,5918,82,33
176,4,5,6,11232,0.9980907337768777,0.9804377709633076,0.9805514741363336,0.9804377709633076,1.0,2.021592855453491,3389,5883,117,68
177,4,5,7,13104,0.9985148973098061,0.9820238976419583,0.9821432916833219,0.9820238976419583,1.0,2.2759430408477783,3398,5889,111,59
178,4,5,8,14976,0.9985839359753158,0.9827640900919954,0.9828711142506555,0.9827640900919954,1.0,2.653905153274536,3400,5894,106,57
179,4,5,9,16848,0.9986244335165365,0.9825526065348419,0.9827033155604551,0.9825526065348419,1.0,2.9640350341796875,3405,5887,113,52
180,4,5,10,18720,0.9987849291293028,0.9842444749920694,0.9843408949553688,0.9842444749920694,1.0,3.373976707458496,3406,5902,98,51
181,4,5,11,20592,0.9988266801658471,0.9835042825420324,0.9836191787282289,0.9835042825420324,1.0,3.8098104000091553,3405,5896,104,52
182,4,5,12,22464,0.9989791726930864,0.9851961509992598,0.9853194992509268,0.9851961509992598,1.0,4.2067108154296875,3415,5902,98,42
183,4,6,6,6720,0.9985340372191689,0.9830813154277255,0.9831841639173813,0.9830813154277255,1.0,1.3753244876861572,3401,5896,104,56
184,4,6,7,7840,0.9986565904927202,0.9826583483134186,0.9828204562799024,0.9826583483134186,1.0,1.3842995166778564,3407,5886,114,50
185,4,6,8,8960,0.998780011570726,0.9846674421063762,0.984762695090061,0.9846674421063762,1.0,1.5698018074035645,3408,5904,96,49
186,4,6,9,10080,0.9988275479703018,0.9835042825420324,0.9835934316702919,0.9835042825420324,1.0,1.7912142276763916,3401,5900,100,56
187,4,6,10,11200,0.9988648153504964,0.9853018927778365,0.9854146509696641,0.9853018927778365,1.0,1.9607276916503906,3414,5904,96,43
188,4,6,11,12320,0.9988025744865491,0.9839272496563393,0.9840547342257846,0.9839272496563393,1.0,2.136289119720459,3409,5896,104,48
189,4,6,12,13440,0.9990171150323016,0.9848789256635296,0.9849998238207629,0.9848789256635296,1.0,2.388611078262329,3413,5901,99,44
190,4,7,6,4608,0.9974886221193714,0.9767368087131225,0.9768504123742302,0.9767368087131225,1.0,0.8247990608215332,3370,5867,133,87
191,4,7,7,5376,0.9976727895092083,0.977688484720313,0.9779091365330229,0.977688484720313,1.0,0.960432767868042,3388,5858,142,69
192,4,7,8,6144,0.997957622215794,0.9781114518346199,0.9782697371662809,0.9781114518346199,1.0,1.101024866104126,3383,5867,133,74
193,4,7,9,6912,0.9978922958248964,0.9788516442846569,0.9790034428572173,0.9788516442846569,1.0,1.225693702697754,3386,5871,129,71
194,4,7,10,7680,0.9981515765114259,0.9800148038490007,0.9801825731396948,0.9800148038490007,1.0,1.3753232955932617,3394,5874,126,63
195,4,7,11,8448,0.9982133834731463,0.981389446970498,0.9815107686640765,0.981389446970498,1.0,1.499988079071045,3395,5886,114,62
